gene_primary	accession	protein_name	mw_kda	mw_window_count	mw_gaussian_ambiguity	mw_identity_entropy_bits	mw_effective_candidate_number	mw_nearest_neighbor_gap_kda	mw_auditability_score_0_100
Ttn	A0A5K1VVQ1	Titin	2991.863404279345	1	0.0	-0.0	1.0	724.1526913994908	99.9845051679822
Ttn	E9Q8N1	Titin	3716.016095678836	1	0.0	-0.0	1.0	190.47152979988596	99.9845051679822
Obscn	A2AAJ9	Obscurin	966.5911434799908	1	0.0	-0.0	1.0	43.33132629998556	99.9845051679822
Efcab3	A0A1D5RLM8	EF-hand calcium binding domain 3	660.824515180006	1	0.0	-0.0	1.0	26.6333994000031	99.9845051679822
Ccdc168	A0A571BEV2	Coiled-coil domain containing 168	747.3225178799948	1	0.0	-0.0	1.0	21.54003269999032	99.9845051679822
Ttn	A2ASS6	Titin	3906.487625478722	1	0.0	-0.0	1.0	19.05057669999087	99.9845051679822
Ttn	A0A5K1VVQ9	Titin	3925.5382021787127	1	0.0	-0.0	1.0	19.05057669999087	99.9845051679822
Obscn	E9QQ96	non-specific serine/threonine protein kinase	815.6385300799993	1	0.0	-0.0	1.0	13.023512599995456	99.9845051679822
Neb	A2AQA9	Nebulin	800.5690261799961	1	0.0	-0.0	1.0	7.121206900002562	99.9845051679822
Gm58672	A0A9L6KDQ4	Predicted gene, 58664	701.0957162799972	1	0.0	-0.0	1.0	6.66644649999273	99.9845051679822
Flg2	A0AAA9WWH7	Filaggrin family member 2	707.7621627799899	1	0.0	-0.0	1.0	6.66644649999273	99.9845051679822
Muc19	Q6PZE0	Mucin-19	693.4993833800047	1	0.0	-0.0	1.0	5.892252699995652	99.9845051679822
Dst	A0A087WSP0	Dystonin	590.4392560800075	1	0.0	-0.0	1.0	5.655468999999243	99.9845051679822
Muc16	A0A140LJ72	Mucin 16	908.7326698800052	1	0.0	-0.0	1.0	5.267835999969975	99.9845051679822
Ttn	F7CR78	Titin (Fragment)	914.0005058799752	1	0.0	-0.0	1.0	5.267835999969975	99.9845051679822
Eppk1	A0A7N9VRC4	Epiplakin	381.6923551800063	1	0.0	-0.0	1.0	4.065333699999883	99.9845051679822
Neb	A0A571BF46	Nebulin	867.0938895799931	1	0.002699825886516738	0.026865140110424277	1.0187959574093388	3.4393510999973387	99.96901033596441
Hmcn1	D3YXG0	Hemicentin-1	611.5614882800076	1	0.0051992385438177635	0.050746894626161235	1.035801027436054	3.3226668000008885	99.96718741455057
Obscn	H7BX05	Obscurin	874.5391818799947	1	0.007230637260274175	0.06847628294027666	1.0486085999173782	3.3063975000019354	99.9653644931367
Hmcn2	A2AJ76	Hemicentin-2	547.1975595800117	1	0.009005738400766905	0.08617165096780148	1.0615495039428549	3.2023402999988093	99.96354157172284
Neb	E9Q1W3	Nebulin	828.6620426799948	1	0.012208803592317796	0.10975244112213785	1.0790430625056087	3.2149573999972745	99.96171865030898
Ubr4	A2AN08	E3 ubiquitin-protein ligase UBR4	572.2898546800084	1	0.036111377506827136	0.2414134194884761	1.182150256032606	2.629856400001131	99.95989572889513
Eppk1	Q8R0W0	Epiplakin	723.3099661800035	1	0.047043851449877216	0.26445714744310944	1.2011839869120327	2.472519000001057	99.95716134677434
Obscn	A0A1W2P6H1	non-specific serine/threonine protein kinase	725.7824851800045	1	0.047043851449877216	0.26445714744310944	1.2011839869120327	2.472519000001057	99.95716134677434
Tnxb	A0A571BG59	Tenascin XB	447.1735093800095	1	0.07923197001037297	0.40959008376837625	1.3283083451945514	2.2914118000036297	99.95442696465355
Fsip2	A2ARZ3	Fibrous sheath-interacting protein 2	784.8572837799936	1	0.1327326103212927	0.6275446071177828	1.5449333574754338	2.132453999997324	99.9526040432397
Muc4	A0A7N9VSW1	Mucin 4	422.10425387999794	1	0.14899795500602608	0.6527441834258082	1.5721557871991039	2.0154006999905505	99.95078112182584
Ahnak	E9Q616	AHNAK nucleoprotein	604.2526488800174	2	0.2179443280328237	0.7362822067183279	1.6658773734829344	1.7737796999896318	99.94895820041198
Zan	O88799	Zonadhesin	579.9127678800078	2	0.27338295576430194	0.7503529205649397	1.6822042909079213	1.6105165000025181	99.94713527899812
Sptbn5	A0A571BF02	Spectrin beta, non-erythrocytic 5	415.3839581800063	1	0.14816398770420114	0.7536640080480682	1.6860695028851174	2.3437302999980147	99.94531235758426
Fras1	Q80T14	Extracellular matrix organizing protein FRAS1	442.3688960800071	2	0.3006143388470577	0.9158616617115264	1.8866955801516863	1.6458304999995903	99.94348943617041
Bsn	O88737	Protein bassoon	418.8428898800072	2	0.4675704669235732	0.9450110994446529	1.925203697795061	1.2459633000001986	99.94166651475655
Mdn1	J3QMC5	Midasin	629.5839268800021	2	0.7504147064750963	0.9852842707711268	1.979703358088215	0.7577984999999217	99.93893213263576
Mdn1	A2ANY6	Midasin	630.341725380002	2	0.7504147064750963	0.9852842707711268	1.979703358088215	0.7577984999999217	99.93893213263576
Hydin	Q80W93	Axonemal central pair apparatus protein HYDIN	581.5232843800103	2	0.31755865285351725	0.994463531177218	1.9923395327494766	1.6105165000025181	99.93619775051498
Adgrv1	Q8VHN7	Adhesion G protein-coupled receptor V1	687.4579145800091	2	0.9889290171810359	0.9999776498433296	1.999969016343837	0.14921609999998964	99.9334633683942
Adgrv1	B8JJE0	Adhesion G-protein coupled receptor V1	687.607130680009	2	0.9889290171810359	0.9999776498433296	1.999969016343837	0.14921609999998964	99.9334633683942
Kmt2d	Q6PDK2	Histone-lysine N-methyltransferase 2D	600.2453061800035	2	0.9983172880764815	0.9999994885122375	1.9999992909275248	0.058036700000002384	99.9307289862734
Syne1	A0A1L1STC6	Nesprin-1	1009.9224697799764	2	0.9999944225495501	0.99999999999439	1.9999999999922229	0.0033398999996734346	99.92799460415262
Syne1	Q6ZWR6	Nesprin-1	1009.925809679976	2	0.9999944225495501	0.99999999999439	1.9999999999922229	0.0033398999996734346	99.92799460415262
Kmt2d	A0A0A0MQ73	Histone-lysine N-methyltransferase 2D	600.3033428800035	2	0.9987276344502409	1.0026053068634095	2.0036149853120073	0.058036700000002384	99.92526022203182
Dnah6	E9Q0B6	Dynein, axonemal, heavy chain 6	474.81537038000886	2	0.7570209110958745	1.0054615636007007	2.00758568420191	0.7527227999983097	99.92343730061796
Bltp1	A2AAE1	Bridge-like lipid transfer protein family member 1	555.3646352800062	2	0.7318402601595917	1.007775117730545	2.0108076986784567	0.797849899995299	99.92161437920412
Muc2	Q80Z19	Mucin-2	479.29022867998975	2	0.7218622523000406	1.0172647241080899	2.024077771616287	0.8190054000198757	99.91979145779025
Ryr2	E9Q401	Ryanodine receptor 2	564.8192422800101	2	0.9818521135813738	1.027031314377328	2.0378266247428805	0.2199664000033863	99.9179685363764
Ryr1	E9PZQ0	Ryanodine receptor 1	565.0392086800135	2	0.988322045551765	1.0524837085825416	2.0740974914534127	0.2199664000033863	99.91614561496253
Tnxb	A0A5F8MPH8	Tenascin XB	474.06264758001055	2	0.7880757051044065	1.1048424749397112	2.1507539314627806	0.7527227999983097	99.91432269354868
Dst	Q91ZU6	Dystonin	834.2178269799917	2	0.33035485219203053	1.1456541814637466	2.2124643079687676	1.7913100999982134	99.91249977213482
Dnah1	E9Q8T7	Dynein axonemal heavy chain 1	487.0702998800092	2	1.0049007388923235	1.147250332566005	2.214913461457779	0.25820390000023963	99.91067685072098
Plec	E9Q3W4	Plectin	499.10515278001145	2	0.5835324085888003	1.1561009336271826	2.228543209210822	1.137738299997011	99.9088539293071
Prkdc	P97313	DNA-dependent protein kinase catalytic subunit	471.470834380008	2	0.3493927976014739	1.1930253255338519	2.286316805218079	1.686035999999831	99.90703100789325
Vps13d	B1ART1	Vacuolar protein sorting 13D	487.32850378000944	2	1.0245821553703056	1.2017467650561249	2.30018000276767	0.25820390000023963	99.90520808647939
Szt2	A2A9C3	KICSTOR complex protein SZT2	377.6270214800064	2	0.5528267665683984	1.2046470365608821	2.304808740218947	1.289147100000605	99.90338516506554
Ryr3	E9PW34	Ryanodine receptor 3	554.5667853800109	2	0.790144177225593	1.2278147088815239	2.342119535301113	0.797849899995299	99.90156224365168
Vps13c	Q8BX70	Intermembrane lipid transfer protein VPS13C	420.0888531800074	2	0.5913603701216221	1.2356556702232286	2.354883469216583	1.2459633000001986	99.89973932223782
Fat2	Q5F226	Protocadherin Fat 2	480.1092340800096	2	0.791917985185302	1.2360799243460872	2.355576072923628	0.8190054000198757	99.89791640082396
Ttn	A2AT70	Titin (Fragment)	375.5562992800076	2	0.8572308310883958	1.277538484669382	2.4242500012191273	0.7815750999982356	99.8960934794101
Pkhd1	E9PZ36	Fibrocystin	444.88209758000585	2	0.8014142110688134	1.3157116483088283	2.489250894061808	0.8673709999991388	99.89427055799625
Vps13b	Q80TY5	Intermembrane lipid transfer protein VPS13B	444.0147265800067	3	0.9514085207723848	1.439003078410431	2.7113344390162384	0.8673709999991388	99.89244763658238
Hectd4	E9Q2E4	HECT domain E3 ubiquitin protein ligase 4	484.12846678001	3	0.703059055737767	1.4636319543022236	2.758018156334837	1.436798400001976	99.89062471516853
Dnah10	F7ABZ6	Dynein, axonemal, heavy chain 10	522.6992539800112	2	0.6075887616872109	1.5068574661457785	2.8419033011449666	1.467648600000416	99.88880179375467
Lrp1b	E9Q202	Low-density lipoprotein receptor-related protein 1B	376.3378743800058	3	1.172441795974763	1.5091603186695512	2.8464432142854945	0.7815750999982356	99.88697887234082
Kmt2a	P55200	Histone-lysine N-methyltransferase 2A	429.6490872800068	3	1.2539454573929047	1.5227058272514078	2.8732944142222663	0.5415770999982215	99.88515595092696
Usp34	F6WJB7	Ubiquitin carboxyl-terminal hydrolase 34 (Fragment)	409.8291249800054	3	1.309721636960525	1.5413602269356392	2.9106880470707335	0.05975119999942535	99.8833330295131
Smg1	Q8BKX6	Serine/threonine-protein kinase SMG1	409.769373780006	3	1.3324906842809385	1.5485900655963099	2.925311111141805	0.05975119999942535	99.88151010809923
Obscn	Z4YJE4	non-specific serine/threonine protein kinase	781.5761529800001	3	1.3726397179973322	1.5523832083191893	2.9330124770077597	0.5679431999960798	99.87968718668539
Huwe1	Q7TMY8	E3 ubiquitin-protein ligase HUWE1	482.634616480008	3	1.3709768047346578	1.5615908487241443	2.951791558501111	0.05705190000003313	99.87786426527153
Huwe1	A2AFQ0	E3 ubiquitin-protein ligase HUWE1	482.691668380008	3	1.3933047347618168	1.5639725103025197	2.956668524447573	0.05705190000003313	99.87604134385766
Gm58665	A0A9L6KDT8	Predicted gene, 58665	793.4377837799935	3	1.9999474090276999	1.584962500331943	2.9999999991906536	0.0021150000001171065	99.8742184224438
Gm58666	A0A9L6KDV4	Predicted gene, 58666	793.4478192799935	3	1.9999182789695196	1.584962500410162	2.9999999993533057	0.007920499999841013	99.87239550102996
Gm58676	A0A9L6KEA6	Predicted gene, 58676	793.4398987799937	3	1.9999663967218213	1.584962500573883	2.999999999693754	0.0021150000001171065	99.8705725796161
