mw_bin_label,bin_start_kda,bin_end_kda,protein_count,marker_count,signaling_prefix_count,family_count,families,marker_genes,signaling_genes,examples_audit_families,audit_burden_score,audit_priority
0.0-2.0 kDa,0.0,2.0,58,0,0,1,Actin family,,,"TRDD1, TRBD1, IGHD1-1, IGHD5-12, IGHD5OR15-5B, IGHD6-19, IGHD6-13, IGHD3-10, , IGLJ4, IGHD3-9, IGKJ4, IGKJ3, IGKJ2, IGLJ5, IGHD3-3, IGKJ5, LOC128462377",3.65,routine
2.0-4.0 kDa,2.0,4.0,108,0,0,1,Mitochondrial markers,,,"TRAJ22, TRAJ36, TRAJ50, TRAJ6, TRAJ33, TRAJ17, TRAJ41, TRAJ54, TRAJ9, , IGHJ2, TRAJ42, TRAJ5, TRAJ7, TRAJ57, TRAJ44, TRAJ26, TRAJ25",6.15,routine
4.0-6.0 kDa,4.0,6.0,67,0,0,2,Actin family; Mitochondrial markers,,,"FAM86JP, ID2B, OST4, BAGE4, , MT-RNR2, LOC128071545, , IGLJ2, LOC128031832, , KRTAP20-4, , LOC128092246, BAGE5, IGLJ1, BAGE, ",4.85,routine
6.0-8.0 kDa,6.0,8.0,162,0,1,3,JAK-STAT; Mitochondrial markers; p53 pathway,,STATH,"PRCD, MT1E, PMAIP1, TOMM5 [Mitochondrial markers], MT1H, MT2A, MT1L, MT1X, MT1F, MT1HL1, SMIM30, ARHGAP5-AS1, PLN, MT1M, MT1B, MT1A, MT1G, HTN3",11.85,elevated
8.0-10.0 kDa,8.0,10.0,284,0,2,7,Actin family; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Mitochondrial markers; Tubulin family; p53 pathway,,"CDKN2A-AS1, RBAKDN","DEFB110, TOMM6 [Mitochondrial markers], GNG12, UQCC6 [Mitochondrial markers], GTF2H5, PIGY, DEFB124, TMEM167A, NDUFA1, CD24, CCDC179, DEFB123, C16orf74, RBAKDN, TEX53, COX8C [Mitochondrial markers], DEFB131B, SPRR2G",22.45,elevated
10.0-12.0 kDa,10.0,12.0,408,0,3,7,Actin family; Apoptosis caspase/BCL; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; Mitochondrial markers,,"RBIS, RBM12B-AS1, SMAD5-AS1","FLVCR1-DT, DEFB109D, WT1-AS, DBI, LINC03043, BANF1, CENPW, MLLT11, DEFB115, DEFA5, UQCC3, CCL3, DPM3, CHCHD7, SCGB3A1, NPS, PYDC1, SRP9",29.75,high
12.0-14.0 kDa,12.0,14.0,706,0,9,7,Actin family; Cell-cycle CDK/cyclin; Histone family; MAPK cascade; Mitochondrial markers; Tubulin family; p53 pathway,,"CDK2AP1, CDK2AP2, CDKN2AIPNL, MAPKAPK5-AS1, RASAL2-AS1, RBX1, RHOXF1P3, TP53AIP1, TP53TG3","DNAL4, IGLV3-25, EMC6, C1orf210, CXorf51A, CXorf51B, PSENEN, PAGE2B, IGLV3-19, TRAV27, NAP1L6P, BLID, WFDC12, NDUFB2 [Mitochondrial markers], PVALB, BPY2, , WDR83OS",38.75,high
14.0-16.0 kDa,14.0,16.0,473,2,6,6,Actin family; Cell-cycle CDK/cyclin; Histone family; Lamin family; Mitochondrial markers; p53 pathway,"H2AC1, H3C1","CDKN2B, GSKIP, RBP1, RBP2, RBP5, RBP7","CXCL9, H2AJ [Histone family], SRSP, GABARAPL1, PAGE5, SMR3A, TEX46, CLPSL1, BEX4, LIMD2, LSM10, SEM1, ADAMTSL4-AS1, H2AC11 [Histone family], TEX54, H2AC18 [Histone family], HCP5, H2AC6 [Histone family]",43.5,high
16.0-18.0 kDa,16.0,18.0,490,1,5,9,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; p53 pathway,TOMM20,"BCL2L15, CDKN2A, CDKN2D, MAP3K7CL, RBM3","LEKR1, TUG1, C14orf119, JPT1, LINC00588, C1D, PXT1, HBD, LINC01565, RPS19, CSNK1G2-AS1, SMIM44, MRPL27, CST5, CCDC197, PLA2G2A, TMEM250, CNIH4",39.25,high
18.0-20.0 kDa,18.0,20.0,440,1,4,8,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Mitochondrial markers; Tubulin family; p53 pathway,COX4I1,"CDKN1A, CDKN2C, PIK3CD-AS1, RBM8A","NCBP2, ZCCHC13, UBE2I, MTFP1 [Mitochondrial markers], KRTAP1-5, PPIA, CTAGE3P, BIK [Actin family], H2BC19P [Histone family], UMODL1-AS1, , KRTAP4-4, TIMM17A [Mitochondrial markers], IGF2-AS, TMEM238, ACP1, LCN6, IL17F",37.0,high
20.0-22.0 kDa,20.0,22.0,582,0,12,8,Actin family; Apoptosis caspase/BCL; Heat shock proteins; Histone family; Lamin family; Mitochondrial markers; NF-kB/Rel; p53 pathway,,"BCL2A1, BCL2L2, PRKRIP1, RBBP9, RBM18, RBPMS, RHOA, RHOG, RHOH, RHOXF1, TP53I11, VEGFB","LINC02908, TMEM52B, COX4I2 [Mitochondrial markers], IL22, TTC9C, DCTD, FTL, VCX3A, SAT1, SMIM23, TIMM22 [Mitochondrial markers], MRPL17, , IL1RN, AK6, JPT2, COPRS, TMEM217B",44.0,high
22.0-24.0 kDa,22.0,24.0,540,0,18,9,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Lamin family; Mitochondrial markers; Tubulin family; p53 pathway,,"BCL2L10, BCL2L11, BCL7A, BCL7B, BCL7C, CDKN1B, CDKN3, RASL10A, RASL10B, RBP4, RBPMS2, RHOB, RHOC, RHOD, RHOF, RHOJ, RHOQ, TP53INP2","RHOC, LIF, ZNF581, RAB1C, AP3S2, H1-6 [Histone family], PTTG1, ANKRD66, CCDC28B, C2orf80, PPIF [Mitochondrial markers], FGF4, TMEM223, IFNA14, PTTG3P, MSC, SNX22, STMN4",53.75,high
24.0-26.0 kDa,24.0,26.0,548,0,3,7,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; Lamin family; MAPK cascade; Mitochondrial markers,,"MAPK1IP1L, RBM24, RBM38","FGF19, DPT, KLRF2, TNNI3, RNASE10, GCA, HOXB7, MISP3, SOST, HMGB2, PDGFA, TRIM61, GTF3C6, FRAT2, DNAAF6, TBC1D28, CREG1, CBLN2",29.75,high
26.0-28.0 kDa,26.0,28.0,497,0,12,7,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Mitochondrial markers; Tubulin family; p53 pathway,,"AKT1S1, BCL10, BCL2, BCL2L1, BCL2L12, CASP14, CCN5, RASL11A, RASL11B, RASSF3, RHOV, TP53INP1","TMED5, PRR23E, C1QA, TNFSF8, FBXL22, MOB4, SPAG7, TSPAN8, NMRK2, GINS4, CD79B, BCL2L1 [Apoptosis caspase/BCL], RND1, PBDC1, MXI1 [Actin family], RTP2, ATP6V1E2, SPEGNB",43.25,high
28.0-30.0 kDa,28.0,30.0,500,1,8,9,Actin family; Cell-cycle CDK/cyclin; FOXO/SMAD transcription; Histone family; Lamin family; Mitochondrial markers; NF-kB/Rel; Tubulin family; p53 pathway,PCNA,"CCNQ, FOSL1, FOXO3B, PIK3IP1, RASL12, RELL1, RHOU, TP53RK","CTRL, LRRC61, TSPAN3, FAM220A, ZFAND2B, CRYBB1, RPL8, HLA-DQA2, DPY19L2P1, KLK8, CMBL, SPR, NR0B2, HOXB9, , RTRAF, MS4A12, PDCL2",43.75,high
30.0-32.0 kDa,30.0,32.0,469,2,10,7,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; Lamin family; Mitochondrial markers; Tubulin family,"VDAC1, VDAC2","CASP3, CCNB1IP1, PRKAB1, PRKAB2, RASD1, RASD2, RBM7, RHOXF2, RHOXF2B, TGFBR3L","BPGM, ASB13, HHEX, CALB1, PLSCR5, KRTAP10-9, COMT, EXOSC8, TLCD4, HAPSTR2, HLA-DRB5, NOTCH2NLR, TIGAR, NSA2, PIANP, PLP1, THAP8, CER1",50.25,high
32.0-34.0 kDa,32.0,34.0,502,0,16,9,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Lamin family; Mitochondrial markers; NF-kB/Rel; Tubulin family,,"AKTIP, CASP6, CCNC, CCND1, CCND2, CCND3, CCNP, CCNYL1B, CDK2, CDK4, CDK5, CDKN1C, NFKBID, RBFOX3, RBM11, RELL2","PGAM5 [Mitochondrial markers], PRSS42P, CUEDC2, YIF1A, KLK5, GJB1, HNRNPCL3, HNRNPCL4, GSX2, CCDC106, SCGN, ART5, ASRGL1, DGUOK [Mitochondrial markers], TAF1D, ZMAT3, SLC25A29 [Mitochondrial markers], RNASEH1",50.75,high
34.0-36.0 kDa,34.0,36.0,884,1,15,7,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; Mitochondrial markers; NF-kB/Rel; p53 pathway,RPLP0,"CASP7, CCNG1, CDK1, CDK3, CDK5R1, FOSB, FOSL2, JUN, JUNB, JUND, NFKBIA, PRKRA, RBKS, TP53I3, TP53TG5","FCN2, ZFP36, PILRA, PPCS, PGP, SLC25A1 [Mitochondrial markers], OR7A17, TP53TG5 [p53 pathway], OR1R1, OR9G9, RHBDL2, LRRC30, TMX2, OR5BS1, FCGR2B, CDK5R1 [Cell-cycle CDK/cyclin], SLC25A11 [Mitochondrial markers], PRSS29P",52.75,high
36.0-38.0 kDa,36.0,38.0,584,2,9,8,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family,"GAPDH, TBP","BCL2L14, CCNH, CDK6, MAP2K6, NFKBIB, PRKAG1, RASSF2, RASSF4, RBMX2","LOC128966728, VGLL3, ZAR1L, ASB7, OR5A2, BNIP2 [Actin family], AKR1B10, KIR3DP1, HMOX2, TECR, MC3R, OR5I1, GIPC1, OR56B1, POU5F2, GAPDH, CASTOR2, OR5V1",49.5,high
38.0-40.0 kDa,38.0,40.0,577,0,16,10,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family,,"CASP12, CCN2, CCN3, CCN6, CCNG2, CCNO, CCNY, CCNYL3, CDK20, CDK5R2, CDK7, MAP2K3, RASSF1, RASSF7, RBFA, RHO","EFNB1, FST, OPCML, PAQR5, GIMAP2, PPP1R3G, CCDC42, MTARC2 [Mitochondrial markers], TAAR8, RRN3P2, ACMSD, TBPL2, MAGT1, DNAJB1, AQP7B, ST3GAL4, ST6GALNAC6, FAM228B",51.5,high
